Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
Greece,39.0742,21.8243,6/16/2020,3148,185,1374,1589,Europe
Holy See,41.9029,12.4534,6/16/2020,12,0,12,0,Europe
Hungary,47.1625,19.5033,6/16/2020,4077,565,2516,996,Europe
Iceland,64.9631,-19.0208,6/16/2020,1812,10,1796,6,Europe
India,20.593684,78.96288,6/16/2020,354065,11903,186935,155227,South-East Asia
Indonesia,-0.7893,113.9213,6/16/2020,40400,2231,15703,22466,South-East Asia
Iran,32.427908,53.688046,6/16/2020,192439,9065,152675,30699,Eastern Mediterranean
Iraq,33.223191,43.679291,6/16/2020,22700,712,9862,12126,Eastern Mediterranean
Ireland,53.1424,-7.6921,6/16/2020,25334,1709,22698,927,Europe
Israel,31.046051,34.851612,6/16/2020,19495,302,15449,3744,Europe
Italy,41.87194,12.56738,6/16/2020,237500,34405,178526,24569,Europe
Japan,36.204824,138.252924,6/16/2020,17484,934,15652,898,Western Pacific
Jordan,31.24,36.51,6/16/2020,981,9,693,279,Eastern Mediterranean
Kazakhstan,48.0196,66.9237,6/16/2020,15542,88,9647,5807,Europe
South Korea,35.907757,127.766922,6/16/2020,12198,279,10774,1145,Western Pacific
Kuwait,29.31166,47.481766,6/16/2020,36958,303,28206,8449,Eastern Mediterranean
Kyrgyzstan,41.20438,74.766098,6/16/2020,2562,30,1902,630,Europe
Latvia,56.8796,24.6032,6/16/2020,1098,28,875,195,Europe
Lebanon,33.8547,35.8623,6/16/2020,1473,32,889,552,Eastern Mediterranean
Liechtenstein,47.14,9.55,6/16/2020,82,1,81,0,Europe
Lithuania,55.1694,23.8813,6/16/2020,1776,76,1441,259,Europe
Luxembourg,49.8153,6.1296,6/16/2020,4075,110,3933,32,Europe
Malaysia,4.210484,101.975766,6/16/2020,8505,121,7733,651,Western Pacific
Maldives,3.2028,73.2207,6/16/2020,2094,8,1670,416,South-East Asia
Malta,35.9375,14.3754,6/16/2020,656,9,608,39,Europe
Moldova,47.4116,28.3699,6/16/2020,12254,423,6901,4930,Europe
Monaco,43.7333,7.4167,6/16/2020,99,4,94,1,Europe
Mongolia,46.8625,103.8467,6/16/2020,197,0,111,86,Western Pacific
Montenegro,42.708678,19.37439,6/16/2020,326,9,315,2,Europe
Morocco,31.7917,-7.0926,6/16/2020,8931,212,7937,782,Eastern Mediterranean
Nepal,28.1667,84.25,6/16/2020,6591,19,1158,5414,South-East Asia
Netherlands,12.5211,-69.9683,6/16/2020,101,3,98,0,Europe
Netherlands,12.1696,-68.99,6/16/2020,23,1,19,3,Europe
Netherlands,18.0425,-63.0548,6/16/2020,77,15,62,0,Europe
Netherlands,52.1326,5.2913,6/16/2020,49087,6070,0,43017,Europe
New Zealand,-40.9006,174.886,6/16/2020,1506,22,1482,2,Western Pacific
North Macedonia,41.6086,21.7453,6/16/2020,4299,201,1757,2341,Europe
Norway,60.472,8.4689,6/16/2020,8660,242,8138,280,Europe
Oman,21.512583,55.923255,6/16/2020,25269,114,11089,14066,Eastern Mediterranean
Pakistan,30.3753,69.3451,6/16/2020,154760,2975,58437,93348,Eastern Mediterranean
Papua New Guinea,-6.314993,143.95555,6/16/2020,8,0,8,0,Western Pacific
Philippines,12.879721,121.774017,6/16/2020,26781,1103,6552,19126,Western Pacific
Poland,51.9194,19.1451,6/16/2020,30195,1272,14654,14269,Europe
Portugal,39.3999,-8.2245,6/16/2020,37336,1522,23212,12602,Europe
Qatar,25.3548,51.1839,6/16/2020,82077,80,60461,21536,Eastern Mediterranean
Romania,45.9432,24.9668,6/16/2020,22415,1437,16071,4907,Europe
Russia,61.52401,105.318756,6/16/2020,544725,7274,293780,243671,Europe
San Marino,43.9424,12.4578,6/16/2020,694,42,590,62,Europe
Saudi Arabia,23.885942,45.079162,6/16/2020,136315,1052,89540,45723,Eastern Mediterranean
Serbia,44.0165,21.0059,6/16/2020,12426,256,11624,546,Europe
Singapore,1.2833,103.8333,6/16/2020,40969,26,31163,9780,Western Pacific
Slovakia,48.669,19.699,6/16/2020,1552,28,1426,98,Europe
Slovenia,46.1512,14.9955,6/16/2020,1499,109,1359,31,Europe
Somalia,5.152149,46.199616,6/16/2020,2658,88,649,1921,Eastern Mediterranean
Spain,40.463667,-3.74922,6/16/2020,244328,27136,150376,66816,Europe
Sri Lanka,7.873054,80.771797,6/16/2020,1915,11,1371,533,South-East Asia
Sudan,12.8628,30.2176,6/16/2020,7740,477,2820,4443,Eastern Mediterranean
Sweden,60.128161,18.643501,6/16/2020,53323,4939,0,48384,Europe
Switzerland,46.8182,8.2275,6/16/2020,31154,1954,28900,300,Europe
Taiwan*,23.7,121,6/16/2020,445,7,433,5,Western Pacific
Thailand,15.870032,100.992541,6/16/2020,3135,58,2993,84,South-East Asia
Tunisia,33.886917,9.537499,6/16/2020,1125,49,1002,74,Eastern Mediterranean
Turkey,38.9637,35.2433,6/16/2020,181298,4842,153379,23077,Europe
Ukraine,48.3794,31.1656,6/16/2020,33209,922,15054,17233,Europe
United Arab Emirates,23.424076,53.847818,6/16/2020,42982,293,28861,13828,Eastern Mediterranean
United Kingdom,32.3078,-64.7505,6/16/2020,144,9,128,7,Europe
United Kingdom,19.3133,-81.2546,6/16/2020,193,1,123,69,Europe
United Kingdom,49.3723,-2.3644,6/16/2020,568,48,512,8,Europe
United Kingdom,36.1408,-5.3536,6/16/2020,176,0,174,2,Europe
United Kingdom,54.2361,-4.5481,6/16/2020,336,24,312,0,Europe
United Kingdom,16.742498,-62.187366,6/16/2020,11,1,10,0,Europe
United Kingdom,55.3781,-3.436,6/16/2020,273507,42074,0,231433,Europe
Uzbekistan,41.377491,64.585262,6/16/2020,5493,19,4096,1378,Europe
Vietnam,14.058324,108.277199,6/16/2020,334,0,325,9,Western Pacific
Syria,34.802075,38.996815,6/16/2020,177,6,0,171,Eastern Mediterranean
Timor-Leste,-8.874217,125.727539,6/16/2020,24,0,0,24,South-East Asia
Laos,19.85627,102.495496,6/16/2020,19,0,19,0,Western Pacific
Libya,26.3351,17.228331,6/16/2020,484,10,76,398,Eastern Mediterranean
West Bank and Gaza,31.9522,35.2332,6/16/2020,514,3,415,96,Eastern Mediterranean
Kosovo,42.602636,20.902977,6/16/2020,1486,33,953,500,Europe
Burma,21.9162,95.956,6/16/2020,262,6,179,77,South-East Asia
United Kingdom,18.2206,-63.0686,6/16/2020,3,0,3,0,Europe
United Kingdom,18.4207,-64.64,6/16/2020,8,1,7,0,Europe
United Kingdom,21.694,-71.7979,6/16/2020,12,1,11,0,Europe
United Kingdom,-51.7963,-59.5236,6/16/2020,13,0,13,0,Europe
France,46.8852,-56.3159,6/16/2020,1,0,1,0,Europe
Yemen,15.552727,48.516388,6/16/2020,885,214,91,580,Eastern Mediterranean
Tajikistan,38.861,71.2761,6/16/2020,5160,50,3624,1486,Europe
Afghanistan,33.93911,67.709953,6/17/2020,26874,504,6158,20212,Eastern Mediterranean
Albania,41.1533,20.1683,6/17/2020,1722,38,1077,607,Europe
Andorra,42.5063,1.5218,6/17/2020,854,52,791,11,Europe
Armenia,40.0691,45.0382,6/17/2020,18033,302,6814,10917,Europe
Australia,-35.4735,149.0124,6/17/2020,108,3,105,0,Western Pacific
Australia,-33.8688,151.2093,6/17/2020,3137,48,2770,319,Western Pacific
Australia,-12.4634,130.8456,6/17/2020,29,0,29,0,Western Pacific
Australia,-27.4698,153.0251,6/17/2020,1066,6,1052,8,Western Pacific
Australia,-34.9285,138.6007,6/17/2020,440,4,436,0,Western Pacific
Australia,-42.8821,147.3272,6/17/2020,228,13,215,0,Western Pacific
Australia,-37.8136,144.9631,6/17/2020,1780,19,1678,83,Western Pacific
Australia,-31.9505,115.8605,6/17/2020,603,9,592,2,Western Pacific
Austria,47.5162,14.5501,6/17/2020,17203,687,16099,417,Europe
Azerbaijan,40.1431,47.5769,6/17/2020,10991,133,6075,4783,Europe
Bahrain,26.0275,50.55,6/17/2020,19961,49,14185,5727,Eastern Mediterranean
Bangladesh,23.685,90.3563,6/17/2020,98489,1305,38189,58995,South-East Asia
Belarus,53.7098,27.9534,6/17/2020,56032,324,32735,22973,Europe
Belgium,50.8333,4.469936,6/17/2020,60244,9675,16684,33885,Europe
Bhutan,27.5142,90.4336,6/17/2020,67,0,24,43,South-East Asia
Bosnia and Herzegovina,43.9159,17.6791,6/17/2020,3141,168,2197,776,Europe
Brunei,4.5353,114.7277,6/17/2020,141,3,138,0,Western Pacific
Bulgaria,42.7339,25.4858,6/17/2020,3542,184,1880,1478,Europe
Cambodia,11.55,104.9167,6/17/2020,128,0,126,2,Western Pacific
China,31.8257,117.2264,6/17/2020,991,6,985,0,Western Pacific
China,40.1824,116.4142,6/17/2020,752,9,584,159,Western Pacific
China,30.0572,107.874,6/17/2020,582,6,573,3,Western Pacific
China,26.0789,117.9874,6/17/2020,362,1,356,5,Western Pacific
China,35.7518,104.2861,6/17/2020,150,2,137,11,Western Pacific
China,23.3417,113.4244,6/17/2020,1628,8,1603,17,Western Pacific
China,23.8298,108.7881,6/17/2020,254,2,252,0,Western Pacific
China,26.8154,106.8748,6/17/2020,147,2,145,0,Western Pacific
China,19.1959,109.7453,6/17/2020,171,6,163,2,Western Pacific
China,39.549,116.1306,6/17/2020,338,6,0,332,Western Pacific
China,47.862,127.7615,6/17/2020,947,13,934,0,Western Pacific
China,37.8957,114.9042,6/17/2020,1276,22,0,1254,Western Pacific
China,22.3,114.2,6/17/2020,1120,4,1071,45,Western Pacific
China,30.9756,112.2707,6/17/2020,68135,4512,63623,0,Western Pacific
China,27.6104,111.7088,6/17/2020,1019,4,1015,0,Western Pacific
China,44.0935,113.9448,6/17/2020,238,1,234,3,Western Pacific
China,32.9711,119.455,6/17/2020,653,0,653,0,Western Pacific
China,27.614,115.7221,6/17/2020,932,1,931,0,Western Pacific
China,43.6661,126.1923,6/17/2020,155,2,153,0,Western Pacific
China,41.2956,122.6085,6/17/2020,152,2,147,3,Western Pacific
China,22.1667,113.55,6/17/2020,45,0,45,0,Western Pacific
China,37.2692,106.1655,6/17/2020,75,0,75,0,Western Pacific
China,35.7452,95.9956,6/17/2020,18,0,18,0,Western Pacific
China,35.1917,108.8701,6/17/2020,314,3,306,5,Western Pacific
China,36.3427,118.1498,6/17/2020,792,7,783,2,Western Pacific
China,31.202,121.4491,6/17/2020,697,7,668,22,Western Pacific
China,37.5777,112.2922,6/17/2020,198,0,198,0,Western Pacific
China,30.6171,102.7103,6/17/2020,589,3,567,19,Western Pacific
China,39.3054,117.323,6/17/2020,197,3,191,3,Western Pacific
China,31.6927,88.0924,6/17/2020,1,0,1,0,Western Pacific
China,41.1129,85.2401,6/17/2020,76,3,73,0,Western Pacific
China,24.974,101.487,6/17/2020,185,2,183,0,Western Pacific
China,29.1832,120.0934,6/17/2020,1269,1,1267,1,Western Pacific
Croatia,45.1,15.2,6/17/2020,2258,107,2141,10,Europe
Cyprus,35.1264,33.4299,6/17/2020,985,18,816,151,Europe
Czechia,49.8175,15.473,6/17/2020,10162,333,7399,2430,Europe
Denmark,61.8926,-6.9118,6/17/2020,187,0,187,0,Europe
Greenland,71.7069,-42.6043,6/17/2020,13,0,13,0,Europe
Denmark,56.2639,9.5018,6/17/2020,12294,598,11185,511,Europe
Djibouti,11.8251,42.5903,6/17/2020,4545,43,3411,1091,Eastern Mediterranean
Egypt,26.820553,30.802498,6/17/2020,49219,1850,13141,34228,Eastern Mediterranean
Estonia,58.5953,25.0136,6/17/2020,1977,69,1743,165,Europe
Fiji,-17.7134,178.065,6/17/2020,18,0,18,0,Western Pacific
Finland,61.92411,25.748151,6/17/2020,7117,326,6200,591,Europe
France,3.9339,-53.1258,6/17/2020,1554,5,663,886,Europe
France,-17.6797,149.4068,6/17/2020,60,0,60,0,Europe
France,16.265,-61.551,6/17/2020,171,14,157,0,Europe
France,-12.8275,45.166244,6/17/2020,2345,29,2066,250,Europe
France,-20.904305,165.618042,6/17/2020,21,0,21,0,Europe
France,-21.1151,55.5364,6/17/2020,497,1,460,36,Europe
France,17.9,-62.8333,6/17/2020,6,0,6,0,Europe
France,18.0708,-63.0501,6/17/2020,42,3,36,3,Europe
France,14.6415,-61.0242,6/17/2020,202,14,98,90,Europe
France,46.2276,2.2137,6/17/2020,190534,29512,70223,90799,Europe
Georgia,42.3154,43.3569,6/17/2020,888,14,731,143,Europe
Germany,51.165691,10.451526,6/17/2020,188604,8851,173599,6154,Europe
Greece,39.0742,21.8243,6/17/2020,3203,187,1374,1642,Europe
Holy See,41.9029,12.4534,6/17/2020,12,0,12,0,Europe
Hungary,47.1625,19.5033,6/17/2020,4078,567,2547,964,Europe
Iceland,64.9631,-19.0208,6/17/2020,1812,10,1793,9,Europe
India,20.593684,78.96288,6/17/2020,366946,12237,194325,160384,South-East Asia
Indonesia,-0.7893,113.9213,6/17/2020,41431,2276,16243,22912,South-East Asia
Iran,32.427908,53.688046,6/17/2020,195051,9185,154812,31054,Eastern Mediterranean
Iraq,33.223191,43.679291,6/17/2020,24254,773,10770,12711,Eastern Mediterranean
Ireland,53.1424,-7.6921,6/17/2020,25341,1710,22698,933,Europe
Israel,31.046051,34.851612,6/17/2020,19783,303,15459,4021,Europe
Italy,41.87194,12.56738,6/17/2020,237828,34448,179455,23925,Europe
Japan,36.204824,138.252924,6/17/2020,17530,935,15753,842,Western Pacific
Jordan,31.24,36.51,6/17/2020,987,9,693,285,Eastern Mediterranean
Kazakhstan,48.0196,66.9237,6/17/2020,15877,97,9920,5860,Europe
South Korea,35.907757,127.766922,6/17/2020,12257,280,10800,1177,Western Pacific
Kuwait,29.31166,47.481766,6/17/2020,37533,306,28896,8331,Eastern Mediterranean
Kyrgyzstan,41.20438,74.766098,6/17/2020,2657,31,1933,693,Europe
Latvia,56.8796,24.6032,6/17/2020,1104,30,875,199,Europe
Lebanon,33.8547,35.8623,6/17/2020,1489,32,907,550,Eastern Mediterranean
Liechtenstein,47.14,9.55,6/17/2020,82,1,81,0,Europe
Lithuania,55.1694,23.8813,6/17/2020,1778,76,1447,255,Europe
Luxembourg,49.8153,6.1296,6/17/2020,4085,110,3935,40,Europe
Malaysia,4.210484,101.975766,6/17/2020,8515,121,7873,521,Western Pacific
Maldives,3.2028,73.2207,6/17/2020,2120,8,1677,435,South-East Asia
Malta,35.9375,14.3754,6/17/2020,662,9,610,43,Europe
Moldova,47.4116,28.3699,6/17/2020,12732,433,7077,5222,Europe
Monaco,43.7333,7.4167,6/17/2020,99,4,94,1,Europe
Mongolia,46.8625,103.8467,6/17/2020,201,0,127,74,Western Pacific
Montenegro,42.708678,19.37439,6/17/2020,333,9,315,9,Europe
Morocco,31.7917,-7.0926,6/17/2020,8997,213,7993,791,Eastern Mediterranean
Nepal,28.1667,84.25,6/17/2020,7177,20,1167,5990,South-East Asia
Netherlands,12.5211,-69.9683,6/17/2020,101,3,98,0,Europe
Netherlands,12.1696,-68.99,6/17/2020,23,1,19,3,Europe
Netherlands,18.0425,-63.0548,6/17/2020,77,15,62,0,Europe
Netherlands,52.1326,5.2913,6/17/2020,49204,6074,0,43130,Europe
New Zealand,-40.9006,174.886,6/17/2020,1507,22,1482,3,Western Pacific
North Macedonia,41.6086,21.7453,6/17/2020,4482,210,1803,2469,Europe
Norway,60.472,8.4689,6/17/2020,8692,243,8138,311,Europe
Oman,21.512583,55.923255,6/17/2020,26079,116,11797,14166,Eastern Mediterranean
Pakistan,30.3753,69.3451,6/17/2020,160118,3093,59215,97810,Eastern Mediterranean
Papua New Guinea,-6.314993,143.95555,6/17/2020,8,0,8,0,Western Pacific
Philippines,12.879721,121.774017,6/17/2020,27238,1108,6820,19310,Western Pacific
Poland,51.9194,19.1451,6/17/2020,30701,1286,14921,14494,Europe
Portugal,39.3999,-8.2245,6/17/2020,37672,1523,23580,12569,Europe
Qatar,25.3548,51.1839,6/17/2020,83174,82,62172,20920,Eastern Mediterranean
Romania,45.9432,24.9668,6/17/2020,22760,1451,16117,5192,Europe
Russia,61.52401,105.318756,6/17/2020,552549,7468,303800,241281,Europe
San Marino,43.9424,12.4578,6/17/2020,696,42,591,63,Europe
Saudi Arabia,23.885942,45.079162,6/17/2020,141234,1091,91662,48481,Eastern Mediterranean
Serbia,44.0165,21.0059,6/17/2020,12522,257,11697,568,Europe
Singapore,1.2833,103.8333,6/17/2020,41216,26,31938,9252,Western Pacific
Slovakia,48.669,19.699,6/17/2020,1561,28,1437,96,Europe
Slovenia,46.1512,14.9955,6/17/2020,1503,109,1359,35,Europe
Somalia,5.152149,46.199616,6/17/2020,2696,88,685,1923,Eastern Mediterranean
Spain,40.463667,-3.74922,6/17/2020,244683,27136,150376,67171,Europe
Sri Lanka,7.873054,80.771797,6/17/2020,1924,11,1397,516,South-East Asia
Sudan,12.8628,30.2176,6/17/2020,8020,487,2966,4567,Eastern Mediterranean
Sweden,60.128161,18.643501,6/17/2020,54562,5041,0,49521,Europe
Switzerland,46.8182,8.2275,6/17/2020,31187,1956,28900,331,Europe
Taiwan*,23.7,121,6/17/2020,445,7,434,4,Western Pacific
Thailand,15.870032,100.992541,6/17/2020,3135,58,2996,81,South-East Asia
Tunisia,33.886917,9.537499,6/17/2020,1128,50,1004,74,Eastern Mediterranean
Turkey,38.9637,35.2433,6/17/2020,182727,4861,154640,23226,Europe
Ukraine,48.3794,31.1656,6/17/2020,33986,953,15485,17548,Europe
United Arab Emirates,23.424076,53.847818,6/17/2020,43364,295,29537,13532,Eastern Mediterranean
United Kingdom,32.3078,-64.7505,6/17/2020,144,9,128,7,Europe
United Kingdom,19.3133,-81.2546,6/17/2020,193,1,132,60,Europe
United Kingdom,49.3723,-2.3644,6/17/2020,570,48,512,10,Europe
United Kingdom,36.1408,-5.3536,6/17/2020,176,0,176,0,Europe
United Kingdom,54.2361,-4.5481,6/17/2020,336,24,312,0,Europe
United Kingdom,16.742498,-62.187366,6/17/2020,11,1,10,0,Europe
United Kingdom,55.3781,-3.436,6/17/2020,274504,42258,0,232246,Europe
Uzbekistan,41.377491,64.585262,6/17/2020,5682,19,4131,1532,Europe
Vietnam,14.058324,108.277199,6/17/2020,335,0,325,10,Western Pacific
Syria,34.802075,38.996815,6/17/2020,178,7,0,171,Eastern Mediterranean
Timor-Leste,-8.874217,125.727539,6/17/2020,24,0,0,24,South-East Asia
Laos,19.85627,102.495496,6/17/2020,19,0,19,0,Western Pacific
Libya,26.3351,17.228331,6/17/2020,500,10,78,412,Eastern Mediterranean
West Bank and Gaza,31.9522,35.2332,6/17/2020,555,3,415,137,Eastern Mediterranean
Kosovo,42.602636,20.902977,6/17/2020,1486,33,953,500,Europe
Burma,21.9162,95.956,6/17/2020,262,6,185,71,South-East Asia
United Kingdom,18.2206,-63.0686,6/17/2020,3,0,3,0,Europe
United Kingdom,18.4207,-64.64,6/17/2020,8,1,7,0,Europe
United Kingdom,21.694,-71.7979,6/17/2020,12,1,11,0,Europe
United Kingdom,-51.7963,-59.5236,6/17/2020,13,0,13,0,Europe
France,46.8852,-56.3159,6/17/2020,1,0,1,0,Europe
Yemen,15.552727,48.516388,6/17/2020,902,244,271,387,Eastern Mediterranean
Tajikistan,38.861,71.2761,6/17/2020,5221,51,3700,1470,Europe
Afghanistan,33.93911,67.709953,6/18/2020,27532,546,7660,19326,Eastern Mediterranean
Albania,41.1533,20.1683,6/18/2020,1788,39,1086,663,Europe
Andorra,42.5063,1.5218,6/18/2020,855,52,792,11,Europe
Armenia,40.0691,45.0382,6/18/2020,18698,309,7560,10829,Europe
Australia,-35.4735,149.0124,6/18/2020,108,3,105,0,Western Pacific
Australia,-33.8688,151.2093,6/18/2020,3143,48,2770,325,Western Pacific
Australia,-12.4634,130.8456,6/18/2020,29,0,29,0,Western Pacific
Australia,-27.4698,153.0251,6/18/2020,1066,6,1053,7,Western Pacific
Australia,-34.9285,138.6007,6/18/2020,440,4,436,0,Western Pacific
Australia,-42.8821,147.3272,6/18/2020,228,13,215,0,Western Pacific
Australia,-37.8136,144.9631,6/18/2020,1792,19,1678,95,Western Pacific
Australia,-31.9505,115.8605,6/18/2020,603,9,592,2,Western Pacific
Austria,47.5162,14.5501,6/18/2020,17223,688,16101,434,Europe
Azerbaijan,40.1431,47.5769,6/18/2020,11329,139,6192,4998,Europe
Bahrain,26.0275,50.55,6/18/2020,20430,55,14696,5679,Eastern Mediterranean
Bangladesh,23.685,90.3563,6/18/2020,102292,1343,40164,60785,South-East Asia
Belarus,53.7098,27.9534,6/18/2020,56657,331,34023,22303,Europe
Belgium,50.8333,4.469936,6/18/2020,60348,9683,16724,33941,Europe
Bhutan,27.5142,90.4336,6/18/2020,67,0,25,42,South-East Asia
Bosnia and Herzegovina,43.9159,17.6791,6/18/2020,3174,168,2219,787,Europe
Brunei,4.5353,114.7277,6/18/2020,141,3,138,0,Western Pacific
Bulgaria,42.7339,25.4858,6/18/2020,3674,190,1941,1543,Europe
Cambodia,11.55,104.9167,6/18/2020,129,0,126,3,Western Pacific
China,31.8257,117.2264,6/18/2020,991,6,985,0,Western Pacific
China,40.1824,116.4142,6/18/2020,777,9,584,184,Western Pacific
China,30.0572,107.874,6/18/2020,582,6,573,3,Western Pacific
China,26.0789,117.9874,6/18/2020,362,1,357,4,Western Pacific
China,35.7518,104.2861,6/18/2020,151,2,137,12,Western Pacific
China,23.3417,113.4244,6/18/2020,1631,8,1604,19,Western Pacific
China,23.8298,108.7881,6/18/2020,254,2,252,0,Western Pacific
China,26.8154,106.8748,6/18/2020,147,2,145,0,Western Pacific
China,19.1959,109.7453,6/18/2020,171,6,163,2,Western Pacific
China,39.549,116.1306,6/18/2020,340,6,0,334,Western Pacific
China,47.862,127.7615,6/18/2020,947,13,934,0,Western Pacific
China,37.8957,114.9042,6/18/2020,1276,22,0,1254,Western Pacific
China,22.3,114.2,6/18/2020,1124,4,1072,48,Western Pacific
China,30.9756,112.2707,6/18/2020,68135,4512,63623,0,Western Pacific
China,27.6104,111.7088,6/18/2020,1019,4,1015,0,Western Pacific
China,44.0935,113.9448,6/18/2020,238,1,234,3,Western Pacific
China,32.9711,119.455,6/18/2020,653,0,653,0,Western Pacific
China,27.614,115.7221,6/18/2020,932,1,931,0,Western Pacific
China,43.6661,126.1923,6/18/2020,155,2,153,0,Western Pacific
China,41.2956,122.6085,6/18/2020,153,2,147,4,Western Pacific
China,22.1667,113.55,6/18/2020,45,0,45,0,Western Pacific
China,37.2692,106.1655,6/18/2020,75,0,75,0,Western Pacific
China,35.7452,95.9956,6/18/2020,18,0,18,0,Western Pacific
China,35.1917,108.8701,6/18/2020,314,3,306,5,Western Pacific
China,36.3427,118.1498,6/18/2020,792,7,783,2,Western Pacific
China,31.202,121.4491,6/18/2020,697,7,668,22,Western Pacific
China,37.5777,112.2922,6/18/2020,198,0,198,0,Western Pacific
China,30.6171,102.7103,6/18/2020,589,3,569,17,Western Pacific
China,39.3054,117.323,6/18/2020,197,3,191,3,Western Pacific
China,31.6927,88.0924,6/18/2020,1,0,1,0,Western Pacific
China,41.1129,85.2401,6/18/2020,76,3,73,0,Western Pacific
China,24.974,101.487,6/18/2020,185,2,183,0,Western Pacific
China,29.1832,120.0934,6/18/2020,1269,1,1267,1,Western Pacific
Croatia,45.1,15.2,6/18/2020,2269,107,2142,20,Europe
Cyprus,35.1264,33.4299,6/18/2020,985,19,818,148,Europe
Czechia,49.8175,15.473,6/18/2020,10280,334,7440,2506,Europe
Denmark,61.8926,-6.9118,6/18/2020,187,0,187,0,Europe
Greenland,71.7069,-42.6043,6/18/2020,13,0,13,0,Europe
Denmark,56.2639,9.5018,6/18/2020,12344,600,11242,502,Europe
Djibouti,11.8251,42.5903,6/18/2020,4557,43,3527,987,Eastern Mediterranean
Egypt,26.820553,30.802498,6/18/2020,50437,1938,13528,34971,Eastern Mediterranean
Estonia,58.5953,25.0136,6/18/2020,1977,69,1748,160,Europe
Fiji,-17.7134,178.065,6/18/2020,18,0,18,0,Western Pacific
Finland,61.92411,25.748151,6/18/2020,7119,326,6200,593,Europe
France,3.9339,-53.1258,6/18/2020,1758,5,784,969,Europe
France,-17.6797,149.4068,6/18/2020,60,0,60,0,Europe
France,16.265,-61.551,6/18/2020,171,14,157,0,Europe
France,-12.8275,45.166244,6/18/2020,2383,29,2066,288,Europe
France,-20.904305,165.618042,6/18/2020,21,0,21,0,Europe
France,-21.1151,55.5364,6/18/2020,502,1,460,41,Europe
France,17.9,-62.8333,6/18/2020,6,0,6,0,Europe
France,18.0708,-63.0501,6/18/2020,42,3,36,3,Europe
France,14.6415,-61.0242,6/18/2020,221,14,98,109,Europe
France,46.2276,2.2137,6/18/2020,190735,29540,70322,90873,Europe
Georgia,42.3154,43.3569,6/18/2020,893,14,739,140,Europe
Germany,51.165691,10.451526,6/18/2020,189817,8875,173847,7095,Europe
Greece,39.0742,21.8243,6/18/2020,3227,188,1374,1665,Europe
Holy See,41.9029,12.4534,6/18/2020,12,0,12,0,Europe
Hungary,47.1625,19.5033,6/18/2020,4079,568,2564,947,Europe
Iceland,64.9631,-19.0208,6/18/2020,1814,10,1795,9,Europe
India,20.593684,78.96288,6/18/2020,380532,12573,204711,163248,South-East Asia
Indonesia,-0.7893,113.9213,6/18/2020,42762,2339,16798,23625,South-East Asia
Iran,32.427908,53.688046,6/18/2020,197647,9272,156991,31384,Eastern Mediterranean
Iraq,33.223191,43.679291,6/18/2020,25717,856,11333,13528,Eastern Mediterranean
Ireland,53.1424,-7.6921,6/18/2020,25355,1714,22698,943,Europe
Israel,31.046051,34.851612,6/18/2020,20036,303,15518,4215,Europe
Italy,41.87194,12.56738,6/18/2020,238159,34514,180544,23101,Europe
Japan,36.204824,138.252924,6/18/2020,17588,935,15753,900,Western Pacific
Jordan,31.24,36.51,6/18/2020,1001,9,697,295,Eastern Mediterranean
Kazakhstan,48.0196,66.9237,6/18/2020,15877,100,10065,5712,Europe
South Korea,35.907757,127.766922,6/18/2020,12306,280,10835,1191,Western Pacific
Kuwait,29.31166,47.481766,6/18/2020,38074,308,29512,8254,Eastern Mediterranean
Kyrgyzstan,41.20438,74.766098,6/18/2020,2657,31,1933,693,Europe
Latvia,56.8796,24.6032,6/18/2020,1108,30,903,175,Europe
Lebanon,33.8547,35.8623,6/18/2020,1495,32,944,519,Eastern Mediterranean
Liechtenstein,47.14,9.55,6/18/2020,82,1,81,0,Europe
Lithuania,55.1694,23.8813,6/18/2020,1784,76,1449,259,Europe
Luxembourg,49.8153,6.1296,6/18/2020,4091,110,3940,41,Europe
Malaysia,4.210484,101.975766,6/18/2020,8529,121,8000,408,Western Pacific
Maldives,3.2028,73.2207,6/18/2020,2137,8,1677,452,South-East Asia
Malta,35.9375,14.3754,6/18/2020,663,9,610,44,Europe
Moldova,47.4116,28.3699,6/18/2020,13106,444,7252,5410,Europe
Monaco,43.7333,7.4167,6/18/2020,99,4,94,1,Europe
Mongolia,46.8625,103.8467,6/18/2020,204,0,132,72,Western Pacific
Montenegro,42.708678,19.37439,6/18/2020,337,9,315,13,Europe
Morocco,31.7917,-7.0926,6/18/2020,9074,213,8041,820,Eastern Mediterranean
Nepal,28.1667,84.25,6/18/2020,7848,22,1186,6640,South-East Asia
Netherlands,12.5211,-69.9683,6/18/2020,101,3,98,0,Europe
Netherlands,12.1696,-68.99,6/18/2020,23,1,19,3,Europe
Netherlands,18.0425,-63.0548,6/18/2020,77,15,62,0,Europe
Netherlands,52.1326,5.2913,6/18/2020,49319,6078,0,43241,Europe
New Zealand,-40.9006,174.886,6/18/2020,1507,22,1482,3,Western Pacific
North Macedonia,41.6086,21.7453,6/18/2020,4664,216,1836,2612,Europe
Norway,60.472,8.4689,6/18/2020,8708,244,8138,326,Europe
Oman,21.512583,55.923255,6/18/2020,26818,119,13264,13435,Eastern Mediterranean
